1,geboorde_put_voordruk
2,geboorde_put
6,bluswater_riool
7,openwater_winput
9,particuliere_brandkraan
10,open_water
12,open_water_xxx_zijde
13,open_water_onbereikbaar
14,brandkraan_eigen_terrein
9999,bluswater_defect
